cheaper	-12.113480
cheaply	-12.113480
cheating	-11.420333
check	-9.628574
checked	-10.321721
checking	-11.420333
cheek	-11.420333
cheer	-12.113480
cheering	-12.113480
cheerleaders	-12.113480
cheerleading	-11.014868
cheerwine	-12.113480
cheery	-12.113480
cheese	-11.420333
cheesy	-11.420333
cheezem	-11.420333
chemo	-11.420333
chepe	-12.113480
chepon	-12.113480
cherish	-12.113480
cherryville	-12.113480
chest	-11.014868
chevy	-11.014868
chew	-10.727186
chewed	-12.113480
chewing	-11.014868
chi	-12.113480
chicago	-10.034039
chicken	-8.746184
chickens	-9.628574
chief	-11.420333
child	-7.613671
child-like	-12.113480
childhood	-8.352280
childhoods	-12.113480
children	-7.116268
children's	-9.715585
chill	-12.113480
chilled	-12.113480
chimney	-11.420333
chin	-10.167570
china	-9.916256
chinatown	-12.113480
chinese	-11.420333
chip	-11.420333
chips	-12.113480
chocolate	-10.167570
choice	-9.810895
choices	-10.727186
choir	-11.420333
choking	-12.113480
chomping-at-the-bit	-12.113480
choose	-9.810895
chooses	-11.420333
chop	-11.420333
chops	-12.113480
choral	-12.113480
chores	-11.420333
chorusing	-12.113480
chose	-9.810895
chosen	-11.420333
chow	-12.113480
chowder	-12.113480
chris	-10.504042
chrissy	-12.113480
christened	-12.113480
christian	-10.321721
christianity	-12.113480
christine	-12.113480
christmas	-8.181655
christmases	-12.113480
christmastime	-10.727186
christopher	-12.113480
christy	-10.727186
chronic	-11.420333
chubby	-12.113480
chuck	-12.113480
church	-8.263333
churches	-11.014868
churn	-12.113480
cia	-10.034039
cigarette	-11.420333
cigarettes	-9.715585
cinderella	-9.916256
cinderella-type	-12.113480
cindy	-11.420333
circle	-10.167570
circled	-11.014868
circles	-12.113480
circumstance	-12.113480
circumstances	-12.113480
cities	-10.034039
citizen	-12.113480
city	-8.070429
city-town	-12.113480
civic	-12.113480
civil	-10.034039
